1.03515 LYS4
1.05195 LYS4
1.32732 LYS4
1.23514 LYS4
1.4623 LYS4
1.16025 LYS4
1.45245 LYS4
1.38888 LYS4
1.27878 LYS4
0.928185 LYS4
1.09313 LYS4
1.09335 LYS4
1.21674 LYS4
1.25958 LYS4
1.4495 LYS4
1.37874 LYS4
1.56501 LYS4
1.54061 LYS4
1.36124 LYS4
1.12345 LYS4
1.46771 LYS4
1.36794 LYS4
1.4882 LYS4
1.17346 LYS4
1.1942 LYS4
1.18689 LYS4
1.36521 LYS4
1.31043 LYS4
0.9855 LYS4
1.34333 LYS4
1.12305 LYS4
0.918885 LYS4
1.4046 LYS4
1.14483 LYS4
1.21905 LYS4
1.17854 LYS4
1.27109 LYS4
1.68672 LYS4
1.21891 LYS4
0.976785 LYS4
1.34902 LYS4
1.51526 LYS4
1.21013 LYS4
1.58648 LYS4
1.34706 LYS4
1.44654 LYS4
1.23318 LYS4
1.26958 LYS4
1.14077 LYS4
1.40598 LYS4
1.05363 LYS4
1.43464 LYS4
1.35198 LYS4
0.974055 LYS4
1.51378 LYS4
1.41543 LYS4
1.38515 LYS4
1.4046 LYS4
1.24447 LYS4
1.07124 LYS4
0.615825 LYS4
1.15074 LYS4
1.04967 LYS4
0.78855 LYS4
1.06269 LYS4
1.10656 LYS4
1.05902 LYS4
1.38603 LYS4
0.814245 LYS4
0.61911 LYS4
1.16203 LYS4
1.48473 LYS4
1.23225 LYS4
1.35824 LYS4
1.6845 LYS4
1.63203 LYS4
1.21878 LYS4
1.4895 LYS4
1.39616 LYS4
1.30173 LYS4
1.08252 LYS4
1.12142 LYS4
0.93294 LYS4
1.31434 LYS4
1.00981 LYS4
1.01328 LYS4
1.33244 LYS4
1.18234 LYS4
1.29939 LYS4
1.14909 LYS4
0.959985 LYS4
1.09887 LYS4
0.870255 LYS4
0.886185 LYS4
1.3284 LYS4
0.89805 LYS4
0.85899 LYS4
1.51442 LYS4
1.38698 LYS4
1.19061 LYS4
0.87561 LYS4
0.99036 LYS4
0.93795 LYS4
1.3749 LYS4
1.58295 LYS4
1.2307 LYS4
1.03308 LYS4
1.30776 LYS4
1.34778 LYS4
0.953355 LYS4
1.08224 LYS4
1.29321 LYS4
1.61221 LYS4
1.52022 LYS4
1.36302 LYS4
1.11246 LYS4
1.45275 LYS4
1.31794 LYS4
0.832125 LYS4
1.28493 LYS4
1.04187 LYS4
1.23355 LYS4
1.07067 LYS4
1.46934 LYS4
1.5552 LYS4
1.48052 LYS4
1.4877 LYS4
1.34136 LYS4
1.43718 LYS4
0.77847 LYS4
1.30797 LYS4
1.45783 LYS4
1.39305 LYS4
1.35052 LYS4
1.1652 LYS4
1.23018 LYS4
1.26433 LYS4
1.09964 LYS4
1.064 LYS4
1.29744 LYS4
0.941595 LYS4
0.908535 LYS4
1.30032 LYS4
0.98646 LYS4
0.89118 LYS4
0.976785 LYS4
0.64677 LYS4
0.91395 LYS4
0.705015 LYS4
0.774585 LYS4
1.33875 LYS4
1.22724 LYS4
1.21081 LYS4
1.16409 LYS4
1.17237 LYS4
1.48671 LYS4
1.59468 LYS4
1.19314 LYS4
1.10686 LYS4
1.13135 LYS4
0.854385 LYS4
1.13545 LYS4
0.940905 LYS4
1.18698 LYS4
1.40416 LYS4
1.42656 LYS4
1.43242 LYS4
1.3758 LYS4
1.2465 LYS4
1.13358 LYS4
1.27848 LYS4
1.40306 LYS4
1.41974 LYS4
1.39484 LYS4
1.01283 LYS4
1.51852 LYS4
1.07367 LYS4
0.95913 LYS4
0.769605 LYS4
1.16606 LYS4
1.25992 LYS4
1.31952 LYS4
1.21297 LYS4
1.24561 LYS4
0.985365 LYS4
0.990675 LYS4
1.23881 LYS4
1.0317 LYS4
1.21503 LYS4
1.0179 LYS4
1.46495 LYS4
1.64679 LYS4
1.55641 LYS4
1.45931 LYS4
1.57104 LYS4
1.49112 LYS4
1.24006 LYS4
1.10291 LYS4
1.14707 LYS4
1.4564 LYS4
1.52541 LYS4
1.41421 LYS4
1.39974 LYS4
1.31262 LYS4
1.16433 LYS4
1.69878 LYS4
1.30428 LYS4
1.48446 LYS4
1.43356 LYS4
1.38677 LYS4
1.01015 LYS4
0.91167 LYS4
1.20174 LYS4
1.54797 LYS4
1.48903 LYS4
1.50477 LYS4
1.18377 LYS4
1.1086 LYS4
1.41271 LYS4
1.09415 LYS4
1.20807 LYS4
1.35278 LYS4
1.31137 LYS4
1.26609 LYS4
1.32613 LYS4
1.46023 LYS4
1.60817 LYS4
1.37274 LYS4
1.21776 LYS4
0.89148 LYS4
1.19967 LYS4
1.28797 LYS4
1.13116 LYS4
1.07319 LYS4
1.35481 LYS4
1.27576 LYS4
1.73957 LYS4
1.28865 LYS4
1.15312 LYS4
1.20414 LYS4
1.47428 LYS4
1.40976 LYS4
1.31977 LYS4
1.63392 LYS4
1.32657 LYS4
1.40414 LYS4
1.76214 LYS4
1.25576 LYS4
1.50378 LYS4
1.42767 LYS4
1.36281 LYS4
1.45068 LYS4
1.42657 LYS4
1.25723 LYS4
1.34059 LYS4
1.14564 LYS4
1.20169 LYS4
1.18425 LYS4
1.62243 LYS4
1.47655 LYS4
1.06214 LYS4
1.48013 LYS4
1.2938 LYS4
1.08339 LYS4
1.02242 LYS4
1.03887 LYS4
1.22063 LYS4
1.28317 LYS4
1.45509 LYS4
0.78072 LYS4
1.39064 LYS4
1.11609 LYS4
1.32294 LYS4
1.38714 LYS4
0.995025 LYS4
0.75756 LYS4
0.91662 LYS4
1.35978 LYS4
0.866445 LYS4
0.81852 LYS4
1.53618 LYS4
1.31062 LYS4
1.47867 LYS4
1.47027 LYS4
1.57736 LYS4
1.27125 LYS4
1.13079 LYS4
1.36929 LYS4
1.29684 LYS4
1.19863 LYS4
1.1759 LYS4
1.09038 LYS4
1.35722 LYS4
1.11967 LYS4
1.22676 LYS4
0.95946 LYS4
1.31293 LYS4
1.30324 LYS4
1.06994 LYS4
1.00014 LYS4
1.22763 LYS4
1.35057 LYS4
0.845145 LYS4
0.78783 LYS4
1.04624 LYS4
0.9753 LYS4
1.34202 LYS4
1.48211 LYS4
1.42942 LYS4
0.70527 LYS4
1.48712 LYS4
1.48116 LYS4
1.65338 LYS4
1.27455 LYS4
1.29414 LYS4
1.20728 LYS4
1.43224 LYS4
1.24057 LYS4
1.33527 LYS4
1.36557 LYS4
1.14755 LYS4
1.12643 LYS4
0.89904 LYS4
1.25667 LYS4
0.934365 LYS4
1.27913 LYS4
0.998505 LYS4
1.02028 LYS4
0.75261 LYS4
1.16321 LYS4
1.42917 LYS4
1.08379 LYS4
1.16708 LYS4
1.19378 LYS4
1.20337 LYS4
1.3545 LYS4
1.26912 LYS4
1.22682 LYS4
1.27582 LYS4
1.31825 LYS4
1.56081 LYS4
0.956175 LYS4
1.55505 LYS4
1.56327 LYS4
1.30458 LYS4
1.11015 LYS4
1.43396 LYS4
1.30886 LYS4
1.32151 LYS4
1.57983 LYS4
1.35054 LYS4
1.12191 LYS4
1.10111 LYS4
1.16681 LYS4
1.42832 LYS4
1.5501 LYS4
1.38813 LYS4
1.27466 LYS4
1.14809 LYS4
0.985305 LYS4
1.23021 LYS4
1.01712 LYS4
0.90282 LYS4
0.94485 LYS4
0.856485 LYS4
0.94518 LYS4
1.26423 LYS4
0.922935 LYS4
0.899415 LYS4
0.81396 LYS4
1.61818 LYS4
1.4811 LYS4
1.09876 LYS4
0.96543 LYS4
0.93477 LYS4
1.21206 LYS4
1.24929 LYS4
1.30931 LYS4
1.26774 LYS4
1.08277 LYS4
1.01169 LYS4
0.921015 LYS4
1.04667 LYS4
1.27757 LYS4
1.40963 LYS4
0.94776 LYS4
1.18086 LYS4
1.46478 LYS4
1.00872 LYS4
1.01735 LYS4
1.03155 LYS4
1.12299 LYS4
1.17882 LYS4
1.45887 LYS4
1.15328 LYS4
1.35833 LYS4
1.31012 LYS4
1.21766 LYS4
1.43676 LYS4
0.871995 LYS4
0.9372 LYS4
1.21731 LYS4
1.25961 LYS4
1.20632 LYS4
1.46989 LYS4
1.21764 LYS4
1.45797 LYS4
1.40006 LYS4
1.32977 LYS4
0.99627 LYS4
0.90552 LYS4
1.09086 LYS4
1.26314 LYS4
1.32557 LYS4
1.24824 LYS4
1.24022 LYS4
1.07861 LYS4
1.00485 LYS4
1.11145 LYS4
0.99135 LYS4
1.36408 LYS4
1.36807 LYS4
1.34258 LYS4
1.56566 LYS4
1.46328 LYS4
1.33166 LYS4
1.0799 LYS4
1.28418 LYS4
1.40023 LYS4
1.38511 LYS4
0.964425 LYS4
1.0284 LYS4
0.907335 LYS4
1.10694 LYS4
1.02113 LYS4
1.1879 LYS4
1.38667 LYS4
1.25364 LYS4
1.05597 LYS4
0.806175 LYS4
0.85719 LYS4
1.25303 LYS4
1.23198 LYS4
1.69749 LYS4
1.26822 LYS4
1.19164 LYS4
1.18501 LYS4
1.3724 LYS4
1.13693 LYS4
1.08762 LYS4
1.29679 LYS4
1.2073 LYS4
1.01416 LYS4
1.29396 LYS4
1.17548 LYS4
1.16929 LYS4
1.22192 LYS4
1.33011 LYS4
1.13599 LYS4
1.33884 LYS4
0.897915 LYS4
1.25882 LYS4
1.43053 LYS4
1.00404 LYS4
1.3329 LYS4
1.05327 LYS4
0.883275 LYS4
1.17429 LYS4
1.36939 LYS4
1.20804 LYS4
0.799365 LYS4
1.02129 LYS4
1.32929 LYS4
0.884655 LYS4
0.9543 LYS4
0.987225 LYS4
1.1263 LYS4
1.23567 LYS4
1.40727 LYS4
0.960795 LYS4
1.11401 LYS4
1.0275 LYS4
1.21747 LYS4
1.38459 LYS4
0.936075 LYS4
1.02806 LYS4
1.07161 LYS4
1.25255 LYS4
1.45127 LYS4
0.94116 LYS4
1.24663 LYS4
1.26835 LYS4
1.41185 LYS4
1.32172 LYS4
1.26495 LYS4
1.0088 LYS4
1.11174 LYS4
0.80418 LYS4
1.06898 LYS4
1.20836 LYS4
1.36292 LYS4
1.24124 LYS4
1.14989 LYS4
1.34522 LYS4
1.48402 LYS4
0.987165 LYS4
0.924465 LYS4
1.06017 LYS4
1.33397 LYS4
1.68976 LYS4
1.42631 LYS4
1.47696 LYS4
1.38251 LYS4
1.14219 LYS4
1.0492 LYS4
1.155 LYS4
1.31814 LYS4
1.53186 LYS4
1.29175 LYS4
1.17941 LYS4
1.4028 LYS4
1.5383 LYS4
1.57944 LYS4
1.45316 LYS4
1.44515 LYS4
1.25987 LYS4
1.48672 LYS4
1.39722 LYS4
1.56685 LYS4
1.28048 LYS4
1.274 LYS4
1.09524 LYS4
1.32832 LYS4
1.38747 LYS4
1.28323 LYS4
1.57689 LYS4
1.14242 LYS4
1.18297 LYS4
1.29881 LYS4
1.27141 LYS4
0.94107 LYS4
1.42677 LYS4
1.43548 LYS4
1.32315 LYS4
1.21549 LYS4
1.39791 LYS4
1.4736 LYS4
1.38609 LYS4
1.68508 LYS4
1.06395 LYS4
1.51823 LYS4
1.42853 LYS4
1.37446 LYS4
1.45692 LYS4
1.39797 LYS4
1.51806 LYS4
1.48778 LYS4
1.28271 LYS4
1.19628 LYS4
1.44163 LYS4
1.3607 LYS4
1.10694 LYS4
1.14231 LYS4
1.3289 LYS4
1.4048 LYS4
1.47158 LYS4
1.27068 LYS4
1.36259 LYS4
1.45417 LYS4
1.49155 LYS4
0.94173 LYS4
1.21638 LYS4
1.59255 LYS4
1.2946 LYS4
1.02775 LYS4
1.20747 LYS4
1.52403 LYS4
1.07394 LYS4
1.08251 LYS4
1.0214 LYS4
1.39293 LYS4
1.3436 LYS4
1.3061 LYS4
1.12134 LYS4
1.46911 LYS4
1.41749 LYS4
1.68078 LYS4
1.39125 LYS4
1.51767 LYS4
1.48611 LYS4
1.39866 LYS4
1.23974 LYS4
1.50693 LYS4
1.21134 LYS4
0.8856 LYS4
0.9045 LYS4
1.1509 LYS4
1.25351 LYS4
1.29092 LYS4
0.997665 LYS4
1.26102 LYS4
1.47063 LYS4
1.53092 LYS4
1.39113 LYS4
1.35529 LYS4
1.29947 LYS4
1.16913 LYS4
1.18413 LYS4
1.10136 LYS4
0.83844 LYS4
0.989655 LYS4
1.09047 LYS4
1.54109 LYS4
1.28682 LYS4
1.6025 LYS4
1.42993 LYS4
1.5953 LYS4
1.22007 LYS4
1.32633 LYS4
0.965985 LYS4
0.864645 LYS4
1.31739 LYS4
1.29356 LYS4
1.08265 LYS4
1.45426 LYS4
1.60085 LYS4
1.42876 LYS4
1.18719 LYS4
0.99009 LYS4
1.37575 LYS4
1.40544 LYS4
1.49037 LYS4
1.56235 LYS4
1.18542 LYS4
0.96642 LYS4
1.04166 LYS4
1.07616 LYS4
0.99906 LYS4
1.08363 LYS4
1.42475 LYS4
0.925485 LYS4
0.941205 LYS4
0.782775 LYS4
0.819435 LYS4
0.594735 LYS4
0.54552 LYS4
0.704505 LYS4
0.82113 LYS4
1.06094 LYS4
0.91305 LYS4
1.20142 LYS4
1.19937 LYS4
0.979005 LYS4
1.12875 LYS4
0.963405 LYS4
0.80256 LYS4
0.86898 LYS4
1.15686 LYS4
1.11253 LYS4
0.92736 LYS4
1.00273 LYS4
1.40684 LYS4
1.35025 LYS4
1.29685 LYS4
1.36793 LYS4
1.121 LYS4
1.46416 LYS4
1.37166 LYS4
1.23727 LYS4
1.23529 LYS4
1.53229 LYS4
1.4472 LYS4
1.30028 LYS4
1.29685 LYS4
1.1518 LYS4
1.34973 LYS4
1.14768 LYS4
1.59674 LYS4
1.28632 LYS4
1.46491 LYS4
0.79947 LYS4
0.83214 LYS4
0.68316 LYS4
0.997155 LYS4
1.35223 LYS4
1.39779 LYS4
1.27121 LYS4
1.28234 LYS4
1.40672 LYS4
0.8553 LYS4
1.19391 LYS4
1.17051 LYS4
1.31544 LYS4
1.16346 LYS4
1.44286 LYS4
1.38869 LYS4
1.32665 LYS4
1.23677 LYS4
0.99558 LYS4
1.57604 LYS4
1.5069 LYS4
1.3927 LYS4
1.48128 LYS4
1.23999 LYS4
0.941655 LYS4
1.34292 LYS4
1.05603 LYS4
1.01097 LYS4
1.31391 LYS4
1.34051 LYS4
1.04228 LYS4
1.50466 LYS4
1.39372 LYS4
1.14163 LYS4
1.68642 LYS4
1.2797 LYS4
1.21878 LYS4
1.14836 LYS4
1.21805 LYS4
1.24871 LYS4
1.05218 LYS4
1.05811 LYS4
1.08222 LYS4
1.35188 LYS4
0.92325 LYS4
1.36681 LYS4
1.43182 LYS4
1.68216 LYS4
1.26649 LYS4
0.7062 LYS4
1.1682 LYS4
1.27482 LYS4
1.56417 LYS4
1.38219 LYS4
1.4457 LYS4
1.33005 LYS4
1.1022 LYS4
0.77748 LYS4
0.76185 LYS4
1.01976 LYS4
0.998445 LYS4
1.23896 LYS4
1.2265 LYS4
1.40495 LYS4
1.32315 LYS4
1.17693 LYS4
1.20597 LYS4
1.14919 LYS4
1.16871 LYS4
1.51263 LYS4
1.63401 LYS4
1.3224 LYS4
1.39311 LYS4
1.47558 LYS4
1.3514 LYS4
1.19454 LYS4
1.0115 LYS4
1.67248 LYS4
1.63075 LYS4
1.32227 LYS4
0.72654 LYS4
1.03043 LYS4
0.998355 LYS4
1.15878 LYS4
0.822915 LYS4
1.01215 LYS4
0.975735 LYS4
1.10748 LYS4
1.10829 LYS4
1.15576 LYS4
1.38247 LYS4
1.29022 LYS4
1.29436 LYS4
1.30116 LYS4
1.54389 LYS4
1.5279 LYS4
1.1261 LYS4
1.36001 LYS4
1.5783 LYS4
1.47645 LYS4
1.30353 LYS4
0.9075 LYS4
0.781725 LYS4
1.00974 LYS4
1.26846 LYS4
1.01554 LYS4
0.94182 LYS4
1.12191 LYS4
1.35648 LYS4
1.21686 LYS4
1.0871 LYS4
0.855825 LYS4
0.996315 LYS4
1.05443 LYS4
1.09309 LYS4
1.0496 LYS4
1.38813 LYS4
1.42111 LYS4
1.35915 LYS4
0.765075 LYS4
0.95874 LYS4
1.13179 LYS4
1.10106 LYS4
1.48006 LYS4
1.30284 LYS4
1.49311 LYS4
1.49763 LYS4
1.4686 LYS4
1.50679 LYS4
0.931995 LYS4
1.55535 LYS4
0.71424 LYS4
0.664275 LYS4
1.09794 LYS4
1.05105 LYS4
0.989985 LYS4
0.851235 LYS4
0.898905 LYS4
0.884175 LYS4
1.24386 LYS4
0.940065 LYS4
1.02511 LYS4
1.23147 LYS4
1.25616 LYS4
1.55763 LYS4
1.5572 LYS4
1.38465 LYS4
1.29347 LYS4
1.24248 LYS4
0.95058 LYS4
1.3251 LYS4
1.22181 LYS4
1.36627 LYS4
1.0762 LYS4
1.11376 LYS4
1.08893 LYS4
0.91689 LYS4
1.32181 LYS4
1.34675 LYS4
1.38636 LYS4
1.10263 LYS4
1.07834 LYS4
1.43445 LYS4
1.45599 LYS4
1.1063 LYS4
1.07452 LYS4
1.26015 LYS4
1.29084 LYS4
1.01079 LYS4
1.35289 LYS4
0.84102 LYS4
1.00918 LYS4
1.36275 LYS4
1.24037 LYS4
1.09587 LYS4
1.60536 LYS4
1.38438 LYS4
1.32549 LYS4
1.35926 LYS4
0.73722 LYS4
1.04841 LYS4
1.52977 LYS4
1.22489 LYS4
1.42231 LYS4
0.97635 LYS4
0.925875 LYS4
0.989745 LYS4
0.99189 LYS4
0.96981 LYS4
1.1671 LYS4
1.09895 LYS4
0.88578 LYS4
1.26138 LYS4
1.11819 LYS4
1.37452 LYS4
1.3368 LYS4
1.28379 LYS4
1.37217 LYS4
1.35153 LYS4
1.13984 LYS4
1.31032 LYS4
1.23664 LYS4
1.45676 LYS4
1.07232 LYS4
1.00551 LYS4
0.92757 LYS4
0.907695 LYS4
1.43493 LYS4
1.64086 LYS4
1.35933 LYS4
1.21491 LYS4
1.52882 LYS4
1.48179 LYS4
1.1199 LYS4
1.191 LYS4
1.17882 LYS4
1.4157 LYS4
1.25001 LYS4
1.44342 LYS4
1.26923 LYS4
1.36685 LYS4
1.28265 LYS4
1.14292 LYS4
1.17492 LYS4
1.21477 LYS4
1.40856 LYS4
1.34613 LYS4
1.29912 LYS4
1.1532 LYS4
1.29095 LYS4
1.35884 LYS4
1.07181 LYS4
1.36425 LYS4
0.765855 LYS4
1.54607 LYS4
1.32478 LYS4
1.16526 LYS4
1.17813 LYS4
1.48456 LYS4
1.68241 LYS4
1.18 LYS4
1.60628 LYS4
1.40455 LYS4
1.41291 LYS4
1.39938 LYS4
1.51512 LYS4
1.16064 LYS4
0.992655 LYS4
1.22718 LYS4
1.48356 LYS4
1.16754 LYS4
1.22229 LYS4
1.28178 LYS4
1.19883 LYS4
1.33793 LYS4
1.56019 LYS4
1.04401 LYS4
1.28591 LYS4
1.16485 LYS4
1.15624 LYS4
0.974235 LYS4
1.00602 LYS4
0.571395 LYS4
0.98748 LYS4
1.01919 LYS4
1.08693 LYS4
1.02611 LYS4
0.97959 LYS4
1.0187 LYS4
0.974865 LYS4
1.39328 LYS4
1.39506 LYS4
1.41658 LYS4
1.27123 LYS4
1.39235 LYS4
1.21092 LYS4
1.34511 LYS4
1.49303 LYS4
1.79913 LYS4
1.38952 LYS4
1.1686 LYS4
1.37235 LYS4
1.15563 LYS4
1.61143 LYS4
1.68186 LYS4
1.45552 LYS4
1.56696 LYS4
1.37243 LYS4
1.00151 LYS4
1.1719 LYS4
