ORF,N_FC_Strains,mean_FoldChangeExpression,median_FoldChangeExpression,p
YBL042C,10,-0.0122976233621095,-0.0659973093863529,0.914630794266972
YBL043W,10,0.117574855439569,0.0685811589822583,0.412079887188759
YBL044W,10,0.0465210102941149,0.116527745792003,0.633675184633575
YBL045C,10,-0.0463719267837737,0.0110962781359242,0.449785383823461
YBL046W,10,0.0143211753075162,-0.00778019374096657,0.743236426107793
YBL047C,10,0.0242567150102187,0.050077553379268,0.630056102425648
YBL048W,10,0.0836106294575197,0.068659719260468,0.449012731383403
YBL049W,10,0.0432782093905703,0.00737425640901134,0.534427466754834
YBL050W,10,-0.0155410588063731,-0.0168613262850143,0.662258725500342
YBL051C,10,0.0431205075061119,0.0543139781640443,0.194504632574094
YBL052C,10,0.112960794375041,0.0776086609619294,0.273380489913084
YBL053W,10,0.0625504399252449,0.0261935980127255,0.407632122592711
YBL054W,10,0.206895144817278,0.0343244476559531,0.336876262681387
YBL055C,10,0.0539161809964609,0.0316389392277716,0.406733680113996
YBL056W,10,-0.0142648161114209,0.00387705763661856,0.664760837052142
YBL057C,10,0.0534282752825998,-0.0268735319196405,0.554594013670773
YBL058W,10,-0.0238734213758476,0.0278572272618364,0.698744569410348
YBL059C-A,10,-0.0322173243267726,0.00657722870244091,0.565191114334252
YBL059W,10,0.0777645656222101,0.0899122298602656,0.223940532406511
YBL060W,10,0.13045309069968,0.00139349405916622,0.233340990350166
YBL061C,10,-1.48889047074323e-05,-0.0390004440270637,0.999808953401071
YBL062W,10,-0.0241895565613242,0.00241025753570797,0.672644078584798
YBL063W,10,0.0317029787852269,-0.048249284700674,0.685249090284594
YBL064C,10,0.0568095050277361,0.0679383097442143,0.727205411483042
YBL065W,10,-0.0731624195921725,0.0415219162074179,0.682774838471494
YBL066C,10,-0.0117914951065241,0.010051213289898,0.724037599339525
YBL067C,10,0.0588369144846761,0.0266981431888068,0.317364953976494
YBL068W,10,0.160172596727861,0.00494839534124472,0.158806751387202
YBL068W-A,10,0.0627048631219471,0.0315186070721182,0.67489022046951
YBL069W,10,0.0162979434261508,0.00839264983683285,0.733146776438447
YBL070C,10,-0.0108101946728,-0.0165679942132141,0.858312082085031
YBL071C,10,0.133745246398402,0.0440069371223735,0.393874219667829
YBL071C-B,10,0.367901359550482,0.128706895279291,0.250278527395614
YBL071W-A,10,0.108533008440206,-0.00914453653632468,0.327433105285832
YBL072C,10,0.0414380356520963,0.0147372776504333,0.504144814720886
YBL073W,10,-0.00344436874158462,-0.0220448797161406,0.953747208857474
YBL074C,10,0.0990293599066574,0.00220768761450057,0.209091734664068
YBL075C,10,0.0493301906538847,0.0378044889090878,0.367723762409276
YBL076C,10,0.0147841553243852,-0.0259217465124068,0.7762272909346
YBL077W,10,0.0209611241544727,0.00532430811657093,0.706174340542008
YBL078C,10,-0.206667258461207,0.00878092664222175,0.291382303947881
YBL079W,10,0.16415513828763,0.031492306085148,0.182876205378808
YBL080C,10,-0.0180151555886424,0.00318493647139469,0.666898673975816
YBL081W,10,0.106811826056596,0.0138254097137735,0.462447131691997
YBL082C,10,0.0605460849673086,0.0352141805354488,0.406285725497329
YBL083C,10,0.00118795637565412,0.0211297596834655,0.988431074382905
YBL084C,10,-0.00175390135363886,0.0108675556318017,0.966568241150583
YBL085W,10,-0.0442294391198543,-0.00142921669092025,0.366834908513059
YBL086C,10,-0.0410732114236507,-2.30294996130314e-05,0.565921157340546
YBL087C,10,0.00107659879222939,-0.0148241632921294,0.978890937453023
YBL088C,10,0.101919334747542,0.014650139478773,0.0899419742092495
YBL089W,10,0.0445132844214766,0.0199898157966875,0.124369811526437
YBL090W,10,-0.0172878251007343,-0.0127354835554446,0.626267760668192
YBL091C,10,-0.0355667001944158,-0.0152772377660717,0.42075546673797
YBL091C-A,10,-0.0450459809920135,-0.00293356918550514,0.57005390981898
YBL092W,10,0.015563275223981,-0.00737082112786336,0.566679248967359
YBL093C,10,0.0306709802008101,-0.0216984248526719,0.678881390671016
YBL094C,10,0.0430461704052674,-0.0230284121408391,0.494883314785587
YBL095W,10,0.00757033652095103,-0.013115216882969,0.86739536387664
YBL096C,10,-0.0403547525848145,-0.0456133169407745,0.509691088452158
YBL097W,10,0.0429792971393394,-0.0274888697159073,0.662428495452421
YBL098W,10,-0.0786225069825615,0.0116094240831236,0.312407835866365
YBL099W,10,-0.0238952210412753,0.0261523360274777,0.737181199972126
YBL100C,10,0.0537933928396415,0.0283652668870362,0.754126122672421
YBL100W-C,10,0.336038019969716,0.00465432714319437,0.19439896185594
YBL101C,10,-0.0121969310046196,0.0369019617080049,0.897162370155877
YBL102W,10,-0.0150157493575121,-0.0360787991377589,0.664109894199738
YBL103C,10,-0.00667570231658498,0.00839118660309831,0.90469279833928
YBL104C,10,0.0579990835602944,-0.0204435822999936,0.348024191726171
YBL105C,10,-0.029035213465092,-0.0341594586558831,0.455760491327779
YBL106C,10,0.0638623576095038,-0.0539951542410364,0.49174313258837
YBL107C,10,0.0307112410461428,0.0327619732614612,0.511313561593491
YBL107W-A,10,0.240597797666701,0.0692406616062119,0.347685560332894
YBL108C-A,10,1.52068701764941,0,0.168664381391678
YBL108W,10,-0.0172512160128815,-0.0059635162374001,0.902105771208216
YBL109W,10,0.00484084507091827,-0.00483071267927648,0.972429878930451
YBL111C,10,-0.369950656840597,-0.21880255688916,0.428358740188996
YBL112C,10,0.0207471814976547,-0.00479033546993538,0.816368143047495
YBL113C,10,0.0162953541513361,0.00825228991642545,0.865907710985685
YBL113W-A,10,-0.114112526657026,-0.114245203232408,0.654457708896285
YBR001C,10,0.0179705452737548,0.0482775783876417,0.773291711011963
YBR002C,10,0.0711389049986599,-0.00533853801216189,0.433861465457598
YBR003W,10,-0.00284233451547962,-0.0100847702606419,0.940283860012239
YBR004C,10,0.218537290038806,0.0512665793090536,0.170010455735317
YBR005W,10,-0.0806534107593393,0.0253053668321384,0.677434447886518
YBR006W,10,-0.0662922889950099,0.0268915027171065,0.516904576257054
YBR007C,10,-0.0100750940600039,0.00691223158224452,0.773145503719551
YBR008C,10,0.0461161396570576,0.0209610311724754,0.380923794302639
YBR009C,10,0.00158993600264193,0.00110747965400893,0.961381017978011
YBR010W,10,-0.000859892321553587,-0.0273586950001298,0.984864928881369
YBR011C,10,0.0285237391999295,-4.92120406264811e-05,0.582423466220687
YBR012C,10,0,0,NaN
YBR013C,10,0,0,NaN
YBR014C,10,-0.0140877674121629,-0.0108559097812124,0.707759211577373
YBR015C,10,0.0309715772056169,0.000165066440913001,0.40445014562024
YBR016W,10,0.0211491963989503,0.0371972534532055,0.786864380369601
YBR017C,10,-0.00148811872919881,-0.00735180593161839,0.977432703910413
YBR018C,10,0.00113194079341204,0.0195667077753628,0.992600658328567
YBR019C,10,0.00991419823161466,-0.0502623745505173,0.915701283138852
YBR020W,10,0.0672143924737702,0.00598725287798734,0.213264959893922
YBR021W,10,0.0698041535882719,-0.0148416002787652,0.442269898143249
YBR022W,10,0.0536564509966987,0.0174291037139574,0.393529521557332
YBR023C,10,0.0626619761736447,-0.00324031632006146,0.462889059332144
YBR024W,10,-0.0634833226077871,-0.00791146796356718,0.452146407988981
YBR025C,10,0.00595646872968135,0.016584844532321,0.883751510536612
YBR026C,10,-0.0647988446592804,-0.0348435905174593,0.367070643268214
YBR027C,10,-0.022043891531961,-0.0240285991686921,0.763498174613815
YBR028C,10,0.102420968626743,-0.000673087081360988,0.347183500923711
YBR029C,10,0.0880245775478964,-0.0214910840036451,0.374980611893413
YBR030W,10,0.063276050319951,-0.00441383063976898,0.604515162624519
YBR031W,10,0.0315579325220649,-0.0279948447985246,0.607250656083836
YBR032W,10,0.0201131197152897,0.00488502595494939,0.816805090931169
YBR033W,10,0.0399471160181384,0.00810124021517969,0.256664394457572
YBR034C,10,0.211778858912917,-0.0115903769412981,0.270437096530248
YBR035C,10,-0.0499130197444662,-0.00346134061818592,0.30058921704723
YBR036C,10,-0.0263487666012872,0.00852608191559204,0.555887315931454
YBR037C,10,-0.0365962149857958,0.00185720581832625,0.399423822624971
YBR038W,10,-0.0158730355851163,-0.0672664361760429,0.873913443438283
YBR039W,10,0.0491075714580796,0.00537201498131545,0.365992013137332
YBR040W,10,0.240490978638541,0.136939172402093,0.369806321832437
YBR041W,10,0.00649116209450408,0.0150022385812303,0.864804579347548
YBR042C,10,0.0876252068231868,0.043696187451358,0.21162179165736
YBR043C,10,0.0537297165214417,0.053652206928432,0.392240436290666
YBR044C,10,0.0355929428673142,0.01920593755348,0.421702370363838
YBR045C,10,0.062202509705891,0.021483769816548,0.387942200256875
YBR046C,10,-0.0638287135819468,-0.00056768908062654,0.496419653484767
YBR047W,10,0.0179654343498506,0.0255258536352964,0.859941617936673
YBR048W,10,-0.00543115933039153,-0.00117317033671614,0.867171379654717
YBR049C,10,0.0488606189508957,-0.00433949320312438,0.475728665449077
YBR050C,10,0.184914588814229,0.0449966322100414,0.21885373586451
YBR051W,10,0.126611371017751,0.163726226930652,0.50004676931267
YBR052C,10,-0.110786628158859,-0.00709870148320917,0.350635765515369
YBR053C,10,-0.0904915358521976,-0.0159071472401099,0.407210378258262
YBR054W,10,-0.0954509503917857,0.0628816886409261,0.839657215742078
YBR055C,10,0.0697146912588525,-0.00311056111609463,0.348273386506132
YBR056C-B,10,0,0,NaN
YBR056W,10,-0.0876531160803494,0.00864182568298795,0.551299705350119
YBR056W-A,10,-0.0462524899731474,0.0402974394304614,0.791010497797685
YBR057C,10,0.0365243887713531,0.00790924646987774,0.607753123752009
YBR058C,10,0.0070564080483639,0.0168724166105459,0.901801049587387
YBR058C-A,10,0.011688120184093,0.0492110355542529,0.927422777283279
YBR059C,10,-0.00456812909235969,0.00985210943403802,0.938136687699755
YBR060C,10,0.0607923384637703,0.00372053420473481,0.291063816189119
YBR061C,10,0.0793805557866307,0.0158963026431637,0.46146124437743
YBR062C,10,0.0587623404767986,0.0198936412349246,0.420752951090991
YBR063C,10,0.0360406633703202,0.00422502806383332,0.645791631707681
YBR064W,10,0.14948867144158,0.174038328294568,0.532302806280884
YBR065C,10,0.0532669346380264,0.0377208119032271,0.286640497825247
YBR066C,10,-0.00126308913446567,-0.0199167104328598,0.988753150934384
YBR067C,10,-0.0240631380498432,-0.0123733393840849,0.656323418676028
YBR068C,10,-0.0292150306559428,4.1949017863504e-05,0.576221042674862
YBR069C,10,0.107542556229065,0.010217871858122,0.338718852185414
YBR070C,10,0.0755190087074108,-0.00241750260936652,0.387049860140153
YBR071W,10,0.0714834058916682,0.0220961586815997,0.301973600852117
YBR072C-A,10,-0.0277533395499016,0.0901852551927685,0.88200284014042
YBR072W,10,-0.132888016722626,0.0551947095822894,0.775098404109055
YBR073W,10,0.0833688690974267,-0.00883340811338777,0.375355251543898
YBR074W,10,0.069315652948553,-0.00683378592505559,0.270153144862373
YBR076C-A,10,-0.0302685626675028,0.0329943509257426,0.727287368615299
YBR076W,10,-0.019844138809801,0.0120226952591033,0.767355864248378
YBR077C,10,0.00130805077462216,-0.0189905992357064,0.957566559189872
YBR078W,10,0.00464519535102327,-0.0121647938724394,0.916520613572166
YBR079C,10,0.0412972493176437,-0.000810914228384144,0.568821708024546
YBR080C,10,0.00224853078442603,0.00384076199554337,0.948434170367679
YBR081C,10,-0.000254900016945507,-0.00488796842769547,0.993437814277433
YBR082C,10,-0.0114109506878262,0.00809952953150424,0.813225546079695
YBR083W,10,0.0264673730347032,-0.0646268985512119,0.774522007397482
YBR084C-A,10,-0.018526994018792,-0.0264510181816912,0.545546498526985
YBR084W,10,0.0226323835494938,0.0063594619220525,0.748160774388023
YBR085C-A,10,-0.163008071442464,0.0325965781459928,0.423431350861985
YBR085W,10,0.0748414408805187,-0.00101273197670515,0.413982611332298
YBR086C,10,0.0258649635040205,0.0263739842589247,0.538617930189948
YBR087W,10,0.0997477945974679,0.0336469281327007,0.260744685497292
YBR088C,10,0.0687120885546423,-0.00571200191366414,0.525769356605865
YBR089C-A,10,0.0268400243121893,0.0250210085805631,0.31408145485379
YBR089W,10,0.0689456961973541,-0.0374607462707693,0.555109970678047
YBR090C,10,0.0731995244068826,0.0789651319501496,0.316165124404957
YBR091C,10,0.0517067465984717,-0.0156909661695228,0.365701611443173
YBR092C,10,0.116421359157288,0.0630689618410068,0.295507683817805
YBR093C,10,0.11255166267559,-0.0400196581550605,0.431486753751183
YBR094W,10,0.121156481100518,0.0279501735851533,0.165960362075693
YBR095C,10,0.0256638183368368,0.0304293318499563,0.605614350252831
YBR096W,10,0.0491289384417924,0.00591709791298026,0.506226023037879
YBR097W,10,0.0843712150108775,0.015954507219868,0.250154030693689
YBR098W,10,0.157633746859067,0.100053749199949,0.054623378785884
YBR099C,10,0,0,NaN
YBR101C,10,-0.02832257815963,0.0137732179874785,0.747886803843469
YBR102C,10,0.0574960586750757,0.012235587910009,0.239175054478134
YBR103C-A,10,-0.0269751348294209,0.000249851203724494,0.900392962793167
YBR103W,10,0.0117038255246465,0.0096322856373232,0.753931301732931
YBR104W,10,0.0721329915487356,-0.0568343959312369,0.587667857459178
YBR105C,10,0.0434233309359554,0.0231111709656426,0.434778977129227
YBR106W,10,0.0516607858917125,-0.0269761673687609,0.421849383014095
YBR107C,10,0.0508963542278855,0.0224209192821641,0.304438670192142
YBR108W,10,0.0196335507782265,0.0760052067639316,0.840068908614675
YBR109C,10,-0.00438047166037719,0.0019088931020642,0.908848552529239
YBR109W-A,10,0.129442292379655,-0.00556273127643477,0.414893455827946
YBR110W,10,0.0253481453078514,0.00741179681041026,0.342276378386386
YBR111C,10,0.00576738525541596,-0.0422657827021263,0.92935584478415
YBR111W-A,10,-0.0612242528240164,0.0278315340671369,0.456108365368373
YBR112C,10,-0.00660416101274657,-0.00807107701641418,0.803121229428296
YBR113W,10,-0.0161902312885432,-0.0144480119009401,0.656726849993583
YBR114W,10,-0.0662393677279523,0.000164955114246465,0.336996394456403
YBR115C,10,-0.0611032721781259,-0.0309472870600059,0.513347334536534
YBR116C,10,0.071489520539142,0.0138425709253385,0.382521283817924
YBR117C,10,0.0707234938497571,0.0301559849244969,0.382462372883309
YBR118W,10,0.0221068002275557,0.00204023238445725,0.508612107716415
YBR119W,10,0.00504769531085797,0.00199137986743659,0.718550249481908
YBR120C,10,-0.00046805928534021,0.0301679921682698,0.993749830289444
YBR121C,10,-0.0086808123370661,-0.00785654248955491,0.735676313163641
YBR121C-A,10,0,0,NaN
YBR122C,10,-0.0419197884433261,0.00384706768106247,0.326679632869002
YBR123C,10,0.034202454349188,-0.0016066454552096,0.308622268386731
YBR124W,10,0.0102737912122973,-0.0167217056281221,0.908110772188008
YBR125C,10,0.0439469553315514,0.0247695572044284,0.430558000055035
YBR126C,10,-0.221247586498111,0.00059796912060832,0.254479091852146
YBR126W-A,10,-0.0427650009439547,-0.0593331684724045,0.729390546539753
YBR126W-B,10,0.554045634244373,-0.0171922965438075,0.256859435051876
YBR127C,10,0.0260863615984679,-0.00191512489711512,0.357529756071588
YBR128C,10,0.0636572735581618,0.0173887164335803,0.491817964612498
YBR129C,10,-0.0104092552509553,0.0804063320140011,0.905470751687633
YBR130C,10,0.021445813936947,0.0144397973385329,0.711006905289438
YBR131C-A,10,0,0,NaN
YBR131W,10,0.0627176107577423,0.0193682471373116,0.297822894493605
YBR132C,10,-0.0292804502317674,0.0476623959482729,0.809754716527146
YBR133C,10,0.0679207775219918,-0.0395892872393536,0.524513861218454
YBR134W,10,-0.0219164275203627,-0.121781934455856,0.893135669108514
YBR135W,10,0.0259445189643396,-0.0354727876205768,0.70450506139395
YBR136W,10,0.0739145930865292,0.0848315182342407,0.144370578857621
YBR137W,10,0.0126742230778996,-0.0149444661556216,0.848378921365926
YBR138C,10,-0.0390345171713658,-0.0359650448435811,0.628244527239987
YBR139W,10,-0.0818792397499328,0.0340389794239221,0.577759548289385
YBR140C,10,0.0809820521296654,0.0202532131289629,0.128237204451078
YBR141C,10,0.107993364689298,-0.0368004099015894,0.422726731776082
YBR141W-A,10,0.683159372884066,0,0.153169631952954
YBR142W,10,0.186350842954216,0.0489329841619891,0.229845907324506
YBR143C,10,0.0847229088862303,-0.0162043072779689,0.263232936381333
YBR144C,10,-0.0389989866442491,0.0483569986030332,0.827398677913567
YBR145W,10,-0.0910423910710711,0.113712379494845,0.690723386003349
YBR146W,10,-0.0161813084405404,0.0344733103940185,0.802976737872189
YBR147W,10,-0.248765781192796,-0.00956627501030533,0.352112207519332
YBR148W,10,0.0424756961365825,-0.0042619525373132,0.484568603764769
YBR149W,10,-0.0926492529091125,-0.00387726056663672,0.39622965609074
