ORF,N_FC_Strains,mean_FoldChangeExpression,median_FoldChangeExpression,p
YPL008W,1,0.0819019834994336,0.0819019834994336,0.253733060421411
YPL009C,1,0.0283080176356322,0.0283080176356322,0.939407321041599
YPL010W,1,-0.2302489923918,-0.2302489923918,0.305713304475438
YPL011C,1,0.114814680980293,0.114814680980293,0.303685815262285
YPL012W,1,-0.0889020404034793,-0.0889020404034793,0.388928657037196
YPL013C,1,-0.0549524622627521,-0.0549524622627521,0.654168731388546
YPL014W,1,0.138467857349547,0.138467857349547,0.656031935853847
YPL015C,1,-0.0173439735060612,-0.0173439735060612,0.755545909695193
YPR003C,1,-0.0966068848340473,-0.0966068848340473,0.834721460212665
YPR004C,1,-0.00459874617244081,-0.00459874617244081,0.689813421102329
YPR005C,1,-0.166781571007986,-0.166781571007986,0.828710410678474
YPR006C,1,-0.295547194251415,-0.295547194251415,0.760087729111751
YPR007C,1,0.451143357953767,0.451143357953767,0.54420360634132
YPR008W,1,-0.0807809210278463,-0.0807809210278463,0.960348743774571
YPR009W,1,0.208696558322366,0.208696558322366,0.332333087888934
YPR010C,1,0.0402236151419405,0.0402236151419405,0.32537621570383
YPR010C-A,1,-1.08535197318421,-1.08535197318421,0.529667335434861
YPR011C,1,0.266624352936032,0.266624352936032,0.734115442346008
YPR012W,1,-0.50137868904491,-0.50137868904491,0.827389730283999
YPR013C,1,0.325099688320734,0.325099688320734,0.751776729551877
YPR014C,1,-0.0669017585430548,-0.0669017585430548,0.327098974562569
YPR015C,1,0.0313091138794269,0.0313091138794269,0.709741963917078
YPR016C,1,0.11604608650176,0.11604608650176,0.390720536998941
YPR016W-A,1,0.0339763742404597,0.0339763742404597,0.323956729521606
YPR017C,1,0.133218775251895,0.133218775251895,0.128051101934358
YPR018W,1,-0.10789385083562,-0.10789385083562,0.318450325525947
YEL074W,2,NaN,NaN,0.748960465067879
YEL075C,2,NaN,NaN,0.17861027415248
YEL075W-A,2,NaN,NaN,0.59672761233342
YEL076C,2,NaN,NaN,0.58039352214423
YEL076C-A,2,NaN,NaN,NaN
YEL077C,2,NaN,NaN,0.188144615488304
YEL077W-A,2,NaN,NaN,0.117562384072196
YER028C,2,0.478078402347429,0.478078402347429,0.137791145610297
YER029C,2,0.265707968875761,0.265707968875761,0.186277771686815
YER030W,2,0.156149091482753,0.156149091482753,0.949694346915244
YER031C,1,0.239479010848807,0.239479010848807,0.249593078918208
YER032W,1,0.448731684902417,0.448731684902417,0.154222674189416
YGL007C-A,1,0.892342750654002,0.892342750654002,0.635705566233818
YGL008C,1,-0.0146960773440773,-0.0146960773440773,0.326068805927929
YGL009C,1,-0.153037136019096,-0.153037136019096,0.92675279025299
YGL010W,1,0.324868797567804,0.324868797567804,0.309365741245706
YGL011C,1,0.421502503382081,0.421502503382081,0.562420668060771
YGL012W,1,0.0525733552594701,0.0525733552594701,0.991828071169934
YGL013C,1,0.516569917133824,0.516569917133824,0.174500185057569
YGR009C,1,0.0885272321909475,0.0885272321909475,0.816151897409387
YGR010W,1,0.17130550908623,0.17130550908623,0.918043555685328
YGR011W,1,0.20511634090873,0.20511634090873,0.178444456367381
YGR012W,1,0.197408523390818,0.197408523390818,0.770361949490736
YGR013W,1,0.153808907053758,0.153808907053758,0.816956780906162
YGR014W,1,0.691603124834346,0.691603124834346,0.293122284490999
YGR274C,2,0.463463471114934,0.463463471114934,0.0870817041121078
YGR275W,2,0.0193112821666308,0.0193112821666308,0.400052528908924
YGR276C,2,0.487818615901141,0.487818615901141,0.303714415430461
YGR277C,2,0.236226501832782,0.236226501832782,0.934214865821268
YGR278W,2,0.39027424825903,0.39027424825903,0.0703220028126752
YGR279C,2,-0.558329653058,-0.558329653058,0.0972428651212195
YGR280C,2,0.627862047608853,0.627862047608853,0.246768237776034
YGR281W,2,-0.0483306666074605,-0.0483306666074605,0.235159779166184
YGR282C,2,0.147510286889345,0.147510286889345,0.0225214645722105
YGR283C,2,0.914455299477708,0.914455299477708,0.221778816242217
YGR284C,2,0.110409987377094,0.110409987377094,0.831529933866272
YGR285C,2,0.268939112901119,0.268939112901119,0.591727976993215
YGR286C,2,0.889380513209793,0.889380513209793,0.671854308639017
YGR287C,2,0.198644335349167,0.198644335349167,0.990180252429842
YGR288W,2,-0.0056259239271976,-0.0056259239271976,0.544031495160506
YGR289C,2,0.722923208483533,0.722923208483533,0.144327833865829
YGR290W,2,-5.53424995996662,-5.53424995996662,0.156425402670089
YGR291C,2,-3.74340832919107,-3.74340832919107,0.386603932757184
YGR292W,2,-4.22495093502428,-4.22495093502428,0.188562178397958
YGR293C,2,-3.58892326792432,-3.58892326792432,0.283271803030768
YGR294W,2,-5.32506614802212,-5.32506614802212,0.143902989365582
YGR295C,2,-9.10531307580545,-9.10531307580545,0.176477912579473
YGR296C-A,2,-0.00371069047394701,-0.00371069047394701,0.370754372753992
YGR296C-B,2,0,0,0.0757204268694332
YGR296W,2,1.34930035687942,1.34930035687942,0.274295353826455
