ORF,N_FC_Strains,mean_FoldChangeExpression,median_FoldChangeExpression,p
YEL049W,3,0.348815060789129,0.21739108627268,0.105883678628824
YEL050C,3,0.210620735505608,0.204364870389612,0.509814921610356
YEL050W-A,3,0.201452739718482,0.364001974492512,0.985014381421208
YEL051W,3,0.17294007059327,0.26620769606768,0.122348466141494
YEL052W,3,-0.135160024732614,-0.129218582608857,0.14634439040827
YEL053C,3,0.405472489815729,0.492893772478728,0.0332692382397797
YEL053W-A,3,0.0664642528742872,0.13189893418237,0.784813794338795
YEL054C,3,0.235691746579333,0.192242437139256,0.559620077583243
YEL055C,3,0.496997241638988,0.595844569845588,0.258653563524853
YEL056W,3,0.133665551087948,0.0824470009609469,0.595711149124411
YEL057C,3,0.241762200691888,0.245763758054243,0.286952450190632
YEL058W,3,0.10532825601716,0.110813599092794,0.887588474067486
YEL059C-A,3,-0.322655830508031,-0.428283503388028,0.918429012966241
YEL059W,3,0.113185975360943,-0.00897919081963943,0.366107087767457
YEL060C,3,-0.397820020820634,0.0168863905235686,0.616047806376003
YEL061C,3,0.348392636274757,0.335916666625516,0.239297095251548
YEL062W,3,0.0349932943114153,0.0230526655083517,0.716850929733865
YEL063C,3,0.246205561647282,0.240408789346268,0.19785244792708
YEL064C,3,0.489870358479862,0.538518163625173,0.0766181525706612
YEL065W,3,1.25000518729055,1.75551077734528,0.217701465260152
YEL066W,3,0.215420716896511,0.155927006817661,0.705622090951986
YEL067C,3,0.339925153595349,0.390342542703718,0.183820553913507
YEL068C,3,0.204106078926188,0.257714752171176,0.343362655606521
YEL069C,3,0.21140376849447,0.111914521905262,0.650738189641021
YEL070W,3,0.172221452292068,0.160811620843331,0.089368654399619
YEL071W,3,-0.0317114237136533,0.00393132609692268,0.91104868873391
YEL072W,3,0.41590121361298,0.566198856250424,0.127167612306532
YEL073C,3,-0.0643344219669382,-0.0643344219669382,0.95688540826842
YER001W,3,0.364727916805661,0.454768403833761,0.216647825560557
YER002W,3,0.546080160090373,0.573835665407152,0.102924523619536
YER003C,3,0.161030555723137,0.0845697559642532,0.501317396337584
YER004W,3,0.0462068086322674,0.0480413153540608,0.65343393274284
YER005W,3,0.217182025630417,0.19884639512736,0.570216987053044
YER006C-A,3,0.631158856156139,0.776872582753758,0.0340461738781368
YER006W,3,0.618309217461149,0.648971489107167,0.128853463775958
YER007C-A,3,0.442264712119722,0.57155717343222,0.0818227613762267
YER007W,3,0.583810305345522,0.712413596555308,0.01243610357192
YER008C,3,0.0664946859500238,-0.00412472905823329,0.172581791891105
YER009W,3,0.165800329268829,0.219449491274281,0.524432122633479
YER010C,3,0.230742037961271,0.21822010235683,0.264790140748961
YER011W,3,0.446253323084845,0.628388175781227,0.587826539742207
YER012W,3,0.21543570949821,0.191753034406013,0.178739372797164
YER013W,3,0.195011202454516,0.287467653301516,0.364984788014236
YER014C-A,3,0.355774263608685,0.417693161440776,0.0767803281001245
YER014W,3,0.0216437524006217,-0.020079759322295,0.576625358669123
YER015W,3,0.0184203485145831,0.0500828331229815,0.444902677370576
YER016W,3,0.15043334061684,0.0893676419400093,0.563764056844674
YER017C,3,0.149888061272224,0.189609248846801,0.266626152754275
YER018C,3,0.211068916895127,0.105086921120863,0.132467465266533
YER019C-A,3,0.0562157847351591,0.0380321377147732,0.68373182955851
YER019W,3,0.289317898810094,0.204661787111236,0.12560086373587
YER020W,3,-0.244509299130239,0.0886446986697805,0.786414940065496
YER021W,3,0.316437142098307,0.286060541888264,0.0363363379924791
YER022W,3,0.179636651405444,0.246473155499678,0.0624806257978092
YER023C-A,3,0,0,0.343230790422117
YER023W,3,0.218132663363253,0.331317730732813,0.612251511444665
YER024W,3,0.406730485803835,0.436654790948085,0.0624145709478611
YER025W,3,0.27036067073338,0.252392704825356,0.293346649362663
YER026C,3,0.378139297870133,0.506964596210125,0.257932454634499
YER027C,3,0.033369848452722,0.0348510668021512,0.830204189887801
YOL140W,5,-0.258245742705999,-0.44109227120557,0.0620209937269361
YOL001W,4,0.360580142211769,0.319976578903841,0.0114105243015396
YOL002C,4,0.224877351614043,0.220184742079995,0.600969519434596
YPL257W,1,0.0300484196771138,0.0300484196771138,0.318699437420801
YPL258C,2,-0.0153703605810625,-0.0153703605810625,0.207612395565858
YPL259C,2,0.201430972873513,0.201430972873513,0.298263208167149
YPL260W,2,0.0466171183232614,0.0466171183232614,0.787559603917503
YPL261C,2,0.0413053066517268,0.0413053066517268,0.137433580529888
YPL262W,2,-0.0342020781634175,-0.0342020781634175,0.879349314303381
YPL263C,2,-0.0381061998491755,-0.0381061998491755,0.53788434790205
YPL264C,2,-0.0454131765030914,-0.0454131765030914,0.69886048767502
YPL265W,2,0.0696718640990655,0.0696718640990655,0.459028487983297
YPL266W,2,0.0387840002726955,0.0387840002726955,0.331925938783283
YPL267W,2,-0.451048635208319,-0.451048635208319,0.911423027567274
YPL268W,2,0.0340769448471944,0.0340769448471944,0.2985258939562
YPL269W,2,0.0377261256179071,0.0377261256179071,0.132942679005521
YPL270W,2,0.125078637406732,0.125078637406732,0.107372433694003
YPL271W,2,-0.429455546386404,-0.429455546386404,0.494985174423472
YPL272C,2,-0.0783879516940703,-0.0783879516940703,0.368034007353939
YPL273W,2,0.090518456950741,0.090518456950741,0.179435144984758
YPL274W,2,0.0999196890081712,0.0999196890081712,0.344337616246016
YPL277C,2,NaN,NaN,0.532739416658334
YPL278C,2,NaN,NaN,0.58938390505264
YPL279C,2,NaN,NaN,0.839130245143832
YPL280W,2,NaN,NaN,0.829458709182028
YPL281C,2,NaN,NaN,0.444308604444029
YPL282C,2,NaN,NaN,0.870002200948887
YPL283C,2,NaN,NaN,0.869002592006022
YPL283W-A,2,NaN,NaN,0.128337347552184
YPL283W-B,2,NaN,NaN,0.159389221094364
YOL028C,3,0.336517291392581,0.336469804113164,0.308995484582348
YOL029C,3,0.201222129756793,0.188761057058373,0.357728278928355
YOL030W,2,0.0189235701983792,0.0189235701983792,0.0114089368577994
YOL031C,2,0.0206338731314532,0.0206338731314532,0.52164033447868
YOL032W,1,-0.174018493614275,-0.174018493614275,0.470289904003836
YOL033W,1,0.246803795276947,0.246803795276947,0.14298828658843
YOL130W,1,0.151019940831029,0.151019940831029,0.0337699892505118
YOL131W,1,0.326343319679656,0.326343319679656,0.0710602596090786
YOL132W,1,-0.335337330297858,-0.335337330297858,0.514380526359582
YOL133W,3,0.126815194727758,0.153767737184208,0.250141376887996
YOL134C,1,0.037765366868318,0.037765366868318,0.423780411321761
YOL135C,3,0.128584758847704,0.11387730975909,0.0327710237333952
YOL136C,3,0.289491852771863,0.381572785397883,0.0182942430684488
YOL137W,3,0.383957354697629,0.467557106650842,0.161192414112207
YOL138C,3,0.274944627356419,0.380322260621411,0.319149314766008
YOL139C,3,0.261301975725395,0.214254392035542,0.210087506726196
YPL005W,1,0.214356038459684,0.214356038459684,0.930289146935948
YPL006W,1,-0.106220091377487,-0.106220091377487,0.266515144286972
YPL007C,1,0.0659354894493508,0.0659354894493508,0.228210880545224
